Order ID,Order Date,Customer ID,Customer Name,Region,State,Category,Product Name,Quantity,Unit Price,Sales,Profit,Payment Method,Order Status,Salesperson
ORD05295,21-07-2025,CUST1136,Kimberly Mullins,East,Tamil Nadu,Fashion,Jacket,4,36910,147640,41305.95,Cash on Delivery,Shipped,Cynthia
ORD05296,02-03-2025,CUST2971,Amanda Osborne,West,Delhi,Electronics,Headphones,5,32103,160515,47463.58,Cash on Delivery,Delivered,Paul
ORD05297,09-02-2025,CUST2730,Debra Schmidt,South,Maharashtra,Fashion,Shoes,3,25277,75831,18241.08,Net Banking,Shipped,Roberto
ORD05298,26-02-2026,CUST2587,Margaret Rivas,West,Gujarat,Beauty,Hair Dryer,1,22149,22149,2896.71,Cash on Delivery,Delivered,Christopher
ORD05299,02-08-2025,CUST0859,Isaac Reyes,North,Gujarat,Home & Kitchen,Mixer,4,24576,98304,16577.88,Debit Card,Shipped,Kimberly
ORD05300,26-10-2025,CUST1130,Tammy Harrison,East,Karnataka,Fashion,Jeans,4,38083,152332,41834.52,UPI,Shipped,Mary
ORD05301,30-05-2026,CUST2045,Jeffrey Goodman,West,Maharashtra,Home & Kitchen,Table,3,42853,128559,22501.77,Debit Card,Returned,Maria
ORD05302,07-03-2026,CUST2363,Thomas Zimmerman,South,Tamil Nadu,Beauty,Skincare,4,24267,97068,18975.76,Net Banking,Delivered,Randy
ORD05303,05-11-2025,CUST0219,Alan Murray,North,Gujarat,Electronics,Laptop,1,17578,17578,1048.66,Credit Card,Cancelled,Laurie
ORD05304,28-07-2025,CUST0312,Donald Ramos,West,Delhi,Beauty,Skincare,1,49639,49639,6820.73,Debit Card,Delivered,Christopher
ORD05305,11-01-2025,CUST1898,Tony Zamora,East,Maharashtra,Electronics,Smart Watch,1,20505,20505,2684.72,Cash on Delivery,Cancelled,Leslie
ORD05306,20-01-2026,CUST2209,Patricia Weiss,North,Delhi,Beauty,Perfume,2,19705,39410,3570.03,Debit Card,Cancelled,Beverly
ORD05307,16-06-2025,CUST1609,William Delgado,East,Delhi,Beauty,Hair Dryer,1,32539,32539,8023.38,UPI,Shipped,Tamara
ORD05308,28-05-2025,CUST2671,Carol Miller,North,Karnataka,Fashion,Jacket,5,13008,65040,13533.92,UPI,Delivered,Dawn
ORD05309,23-06-2025,CUST1711,Brandi Burke MD,South,Tamil Nadu,Electronics,Mobile,4,11364,45456,6535.12,Cash on Delivery,Shipped,Brian
ORD05310,30-08-2025,CUST1534,Cole Wu,North,Maharashtra,Fashion,Shirt,3,31747,95241,22718.43,Net Banking,Returned,Andrew
ORD05311,31-03-2026,CUST1557,Ryan Flores,West,Rajasthan,Electronics,Laptop,3,5957,17871,2464.32,Credit Card,Shipped,Samantha
ORD05312,27-07-2025,CUST0751,Dorothy Griffin,West,Delhi,Fashion,Shoes,2,9563,19126,5510.9,Cash on Delivery,Delivered,Robert
ORD05313,21-04-2025,CUST2056,Jose Sweeney,South,Maharashtra,Home & Kitchen,Chair,1,42583,42583,4183.35,Credit Card,Cancelled,Nancy
ORD05314,07-03-2025,CUST1398,Christina Paul,West,Gujarat,Home & Kitchen,Mixer,2,46478,92956,10597.76,Debit Card,Shipped,Robert
ORD05315,05-03-2026,CUST1981,John Gregory,West,Rajasthan,Beauty,Skincare,2,45272,90544,10244.58,Debit Card,Cancelled,Jesse
ORD05316,01-04-2026,CUST1926,Susan Cortez,West,Karnataka,Fashion,Jacket,3,13002,39006,10188.89,Debit Card,Delivered,Margaret
ORD05317,22-03-2026,CUST1744,Frank Torres,South,Karnataka,Fashion,Jeans,3,20764,62292,5761.06,Net Banking,Returned,John
ORD05318,25-01-2026,CUST2110,Jennifer Martinez,South,Maharashtra,Electronics,Laptop,4,24830,99320,21931.4,UPI,Shipped,Lisa
ORD05319,05-06-2025,CUST2350,Michael Sloan,East,Gujarat,Beauty,Hair Dryer,2,48633,97266,24215.27,UPI,Delivered,Austin
ORD05320,27-01-2025,CUST2138,Mark Barry,East,Rajasthan,Beauty,Skincare,1,45990,45990,7673.3,UPI,Cancelled,Lisa
ORD05321,22-03-2025,CUST2767,Paula Mckee,West,Gujarat,Home & Kitchen,Cookware,1,36209,36209,8006.54,Net Banking,Delivered,Veronica
ORD05322,06-01-2025,CUST0911,Christina Smith,South,Rajasthan,Fashion,Jacket,2,11165,22330,5956.77,Net Banking,Returned,Kenneth
ORD05323,13-07-2025,CUST1866,Claudia Hartman,East,Gujarat,Fashion,Shirt,2,8314,16628,4699.06,Credit Card,Returned,Veronica
ORD05324,04-01-2025,CUST2586,Jody Reynolds,East,Delhi,Electronics,Laptop,2,39129,78258,6707.2,Credit Card,Returned,Nancy
ORD05325,30-01-2025,CUST1899,Laura Green,East,Rajasthan,Beauty,Perfume,4,9829,39316,5980.49,Cash on Delivery,Shipped,Mary
ORD05326,01-04-2025,CUST0621,Ms. Kristin Nichols,South,Tamil Nadu,Electronics,Mobile,5,25293,126465,34756.42,Net Banking,Shipped,Kenneth
ORD05327,27-09-2025,CUST0780,Alyssa Reid,South,Rajasthan,Home & Kitchen,Mixer,2,35378,70756,14362.8,Cash on Delivery,Shipped,Megan
ORD05328,05-02-2025,CUST0466,Debra Johnson,East,Tamil Nadu,Beauty,Hair Dryer,5,26967,134835,29864.57,Cash on Delivery,Delivered,Laura
ORD05329,14-10-2025,CUST0171,Meghan Jackson,South,Gujarat,Home & Kitchen,Table,1,31870,31870,9379.98,Debit Card,Cancelled,Rebecca
ORD05330,04-06-2026,CUST2794,Sherry Ho,South,Rajasthan,Electronics,Smart Watch,3,26374,79122,14423.92,UPI,Returned,Louis
ORD05331,24-06-2026,CUST1220,Joshua Johnson,North,Delhi,Electronics,Smart Watch,1,35528,35528,3738.66,UPI,Cancelled,Keith
ORD05332,07-09-2025,CUST1411,Amanda Ball,North,Tamil Nadu,Home & Kitchen,Table,3,27911,83733,22593.45,UPI,Shipped,Alejandro
ORD05333,18-03-2025,CUST1347,Margaret Foster,East,Rajasthan,Fashion,Jeans,5,17679,88395,10940.64,UPI,Returned,Spencer
ORD05334,13-12-2025,CUST2631,Patricia Medina,South,Maharashtra,Fashion,Jeans,5,48992,244960,72892.5,Net Banking,Returned,Tiffany
ORD05335,11-05-2026,CUST2953,Aaron Rollins,West,Gujarat,Fashion,Jeans,1,6443,6443,1236.19,Cash on Delivery,Cancelled,William
ORD05336,16-09-2025,CUST2237,Douglas Rodriguez,West,Tamil Nadu,Home & Kitchen,Mixer,4,2633,10532,2245.44,Net Banking,Delivered,Tina
ORD05337,08-09-2025,CUST2445,Mitchell Stewart,West,Rajasthan,Home & Kitchen,Mixer,1,21119,21119,3613.08,UPI,Returned,Savannah
ORD05338,27-03-2026,CUST1267,Dustin Gutierrez,West,Gujarat,Electronics,Smart Watch,3,45284,135852,8048,Net Banking,Cancelled,David
ORD05339,06-02-2025,CUST0486,Mark James,East,Delhi,Beauty,Hair Dryer,2,6307,12614,1443.11,Credit Card,Cancelled,Deanna
ORD05340,07-02-2026,CUST2011,Dr. Jesse Rodriguez,East,Maharashtra,Beauty,Perfume,2,41565,83130,13836.46,Net Banking,Shipped,Edward
ORD05341,26-12-2025,CUST1685,Rebecca Burnett,South,Rajasthan,Fashion,Shoes,2,25954,51908,5824.52,Credit Card,Shipped,Ronald
ORD05342,09-01-2026,CUST0104,Jacob Elliott,East,Tamil Nadu,Home & Kitchen,Mixer,5,20684,103420,5881.84,Cash on Delivery,Shipped,Lisa
ORD05343,20-06-2025,CUST0310,Ryan Anderson,South,Rajasthan,Electronics,Laptop,3,48557,145671,40219.63,Credit Card,Returned,Rhonda
ORD05344,13-03-2025,CUST2684,Kelsey Ford,South,Maharashtra,Electronics,Smart Watch,3,40003,120009,30465.48,Net Banking,Returned,Nicholas
ORD05345,02-09-2025,CUST0336,David Griffin,South,Maharashtra,Beauty,Hair Dryer,2,41705,83410,5926.03,UPI,Shipped,Jenny
ORD05346,30-07-2025,CUST0414,Rachel Smith,North,Gujarat,Beauty,Skincare,3,18757,56271,15175.1,UPI,Delivered,Anthony
ORD05347,31-08-2025,CUST1307,Valerie Dawson,South,Rajasthan,Beauty,Makeup,1,41524,41524,2158.08,Cash on Delivery,Cancelled,Mary
ORD05348,09-01-2026,CUST0256,Christopher Mayo,West,Delhi,Electronics,Headphones,2,48497,96994,5020.85,Credit Card,Shipped,Carmen
ORD05349,06-01-2025,CUST1837,Brian Franco,South,Delhi,Beauty,Hair Dryer,3,2011,6033,1017.45,UPI,Cancelled,Emily
ORD05350,16-01-2025,CUST0493,Jonathan Olson,West,Delhi,Home & Kitchen,Chair,3,18555,55665,5091.04,Net Banking,Shipped,Janet
ORD05351,09-05-2025,CUST1448,Travis Fisher,North,Rajasthan,Home & Kitchen,Table,4,5233,20932,5598.26,UPI,Delivered,James
ORD05352,13-12-2025,CUST1874,Amber Vaughan,South,Maharashtra,Home & Kitchen,Table,5,4031,20155,4911.16,UPI,Returned,Robert
ORD05353,21-12-2025,CUST1564,Jennifer Elliott,North,Delhi,Beauty,Makeup,4,34631,138524,30071.04,Net Banking,Shipped,Cynthia
ORD05354,19-07-2025,CUST0685,Maureen Mayer,North,Delhi,Electronics,Headphones,5,45528,227640,21403.48,Credit Card,Cancelled,Patrick
ORD05355,08-01-2026,CUST2828,Eric Ford,West,Maharashtra,Electronics,Headphones,5,2019,10095,2652.42,Cash on Delivery,Delivered,Allison
ORD05356,31-05-2025,CUST2827,Laurie Smith,West,Karnataka,Fashion,Shirt,5,10352,51760,8095.56,Net Banking,Shipped,Rebecca
ORD05357,18-04-2025,CUST2924,Carol Walters,East,Rajasthan,Home & Kitchen,Table,4,30201,120804,35169.34,Debit Card,Shipped,Thomas
ORD05358,21-10-2025,CUST1756,Lisa Reynolds,South,Tamil Nadu,Electronics,Mobile,4,9210,36840,9446.23,Credit Card,Delivered,Neil
ORD05359,10-11-2025,CUST0243,Timothy Garcia,West,Karnataka,Electronics,Smart Watch,2,13730,27460,7910.39,Net Banking,Delivered,Heather
ORD05360,29-10-2025,CUST2269,Lauren Clark,South,Gujarat,Home & Kitchen,Table,5,8855,44275,3523.82,Debit Card,Returned,Sean
ORD05361,05-01-2026,CUST1734,Keith Brown,East,Delhi,Fashion,Shirt,5,8495,42475,9132.68,Credit Card,Returned,Thomas
ORD05362,02-06-2025,CUST1579,Christopher Hall,South,Karnataka,Electronics,Laptop,3,23616,70848,5069.87,UPI,Cancelled,Cesar
ORD05363,15-11-2025,CUST2432,Mark Torres,North,Tamil Nadu,Beauty,Makeup,4,40337,161348,12683.67,Net Banking,Delivered,Steven
ORD05364,17-08-2025,CUST0704,Stephanie Foster,North,Rajasthan,Fashion,Shoes,1,38144,38144,7868.64,Debit Card,Cancelled,Brian
ORD05365,16-05-2025,CUST2906,Regina Bowman,East,Gujarat,Electronics,Smart Watch,5,23484,117420,31213.36,UPI,Cancelled,David
ORD05366,12-03-2025,CUST2835,Maria Anderson,South,Tamil Nadu,Home & Kitchen,Mixer,1,19598,19598,4209.27,Cash on Delivery,Delivered,Kathryn
ORD05367,04-11-2025,CUST2978,Jacob Dunlap,South,Tamil Nadu,Home & Kitchen,Table,4,26532,106128,11652.89,Credit Card,Returned,Kathleen
ORD05368,21-10-2025,CUST1628,Audrey Lambert,East,Maharashtra,Electronics,Mobile,2,29610,59220,4549.17,Net Banking,Returned,Krystal
ORD05369,20-05-2026,CUST2921,George Montgomery,North,Karnataka,Beauty,Makeup,4,23908,95632,21267.11,Debit Card,Delivered,James
ORD05370,10-03-2026,CUST2497,James Cherry,North,Maharashtra,Electronics,Laptop,5,19105,95525,11114.8,UPI,Cancelled,Kathleen
ORD05371,21-05-2026,CUST2202,Jonathan Roberts,South,Karnataka,Electronics,Laptop,4,47858,191432,17704.23,UPI,Returned,Taylor
ORD05372,23-08-2025,CUST0991,Joshua Scott,North,Rajasthan,Home & Kitchen,Cookware,3,39448,118344,31046.17,UPI,Delivered,Antonio
ORD05373,21-10-2025,CUST1058,Melanie Valdez,South,Tamil Nadu,Home & Kitchen,Mixer,3,29821,89463,6678.58,UPI,Delivered,Christopher
ORD05374,14-01-2026,CUST1899,Kara Russell,West,Delhi,Beauty,Hair Dryer,5,45571,227855,63337.74,Credit Card,Returned,Jennifer
ORD05375,23-07-2025,CUST2906,Marcus Dawson,North,Gujarat,Fashion,Shirt,2,26620,53240,15238.7,Net Banking,Shipped,Ryan
ORD05376,28-01-2025,CUST0918,Pam Carter,North,Delhi,Electronics,Mobile,3,49888,149664,12166.02,Net Banking,Delivered,Donna
ORD05377,01-05-2026,CUST1813,Marvin Morgan,East,Karnataka,Electronics,Laptop,1,36541,36541,4603.88,Cash on Delivery,Returned,Amanda
ORD05378,27-05-2026,CUST2571,Shelly Dawson,West,Gujarat,Fashion,Jeans,5,2608,13040,2045.28,Cash on Delivery,Delivered,Darren
ORD05379,07-04-2026,CUST0477,Faith Reyes,West,Delhi,Home & Kitchen,Cookware,5,21197,105985,31231.13,Cash on Delivery,Shipped,William
ORD05380,05-11-2025,CUST2466,Emily Jordan,West,Tamil Nadu,Home & Kitchen,Table,4,12217,48868,4318.17,Net Banking,Delivered,Sean
ORD05381,12-02-2026,CUST2563,Jessica Moore,East,Delhi,Electronics,Laptop,1,19577,19577,5213.67,Debit Card,Delivered,Melinda
ORD05382,29-08-2025,CUST1144,Todd Mitchell,East,Karnataka,Fashion,Jeans,2,7959,15918,4587.41,UPI,Shipped,Keith
ORD05383,02-08-2025,CUST2155,Stephanie Henry,North,Delhi,Home & Kitchen,Cookware,5,5615,28075,7109.21,Cash on Delivery,Shipped,Sherry
ORD05384,31-12-2025,CUST1044,Antonio Cannon,East,Tamil Nadu,Fashion,Shoes,1,13126,13126,3610.66,Debit Card,Delivered,John
ORD05385,20-06-2026,CUST0897,Joshua Harris,South,Karnataka,Fashion,Shoes,2,16035,32070,7645.45,UPI,Returned,Lauren
ORD05386,11-07-2025,CUST0477,Thomas Jackson,East,Rajasthan,Beauty,Makeup,4,12776,51104,7462.58,UPI,Delivered,Greg
ORD05387,03-08-2025,CUST2914,Alison Stevenson PhD,East,Maharashtra,Fashion,Shoes,1,17847,17847,4551.54,Net Banking,Cancelled,Susan
ORD05388,12-06-2025,CUST2219,Jason Levy,East,Tamil Nadu,Fashion,Shirt,5,20161,100805,14199.07,Net Banking,Delivered,Lori
ORD05389,15-11-2025,CUST1056,Reginald Evans,South,Delhi,Beauty,Makeup,1,37310,37310,11177.52,Cash on Delivery,Shipped,Kimberly
ORD05390,07-01-2025,CUST2805,Juan Richards,West,Rajasthan,Fashion,Shirt,5,25482,127410,25184.71,Debit Card,Shipped,Alicia
ORD05391,12-04-2025,CUST0818,James Clark,West,Delhi,Beauty,Hair Dryer,5,15050,75250,19490.7,Cash on Delivery,Shipped,Samantha
ORD05392,19-01-2025,CUST0834,Lawrence Hoffman,South,Gujarat,Electronics,Laptop,1,26836,26836,5570.24,Debit Card,Delivered,Carmen
ORD05393,03-02-2025,CUST0943,Miss Sarah Johnson,South,Maharashtra,Beauty,Perfume,2,16826,33652,2115.3,UPI,Cancelled,Amber
ORD05394,09-04-2025,CUST0566,Monique Mckee,South,Tamil Nadu,Beauty,Perfume,2,9051,18102,4004.04,UPI,Returned,Allison
ORD05395,21-03-2026,CUST0218,Emily Green,West,Gujarat,Electronics,Headphones,3,24933,74799,10956.14,Credit Card,Delivered,Rhonda
ORD05396,08-07-2025,CUST1666,Ashley Jones,West,Maharashtra,Home & Kitchen,Chair,1,18283,18283,1589.54,Cash on Delivery,Delivered,Angela
ORD05397,10-05-2026,CUST1406,Lauren Bright,South,Tamil Nadu,Home & Kitchen,Chair,5,2316,11580,2836.36,Net Banking,Returned,Penny
ORD05398,02-10-2025,CUST2073,Donna Ward,South,Delhi,Home & Kitchen,Table,2,38335,76670,8814.06,Debit Card,Cancelled,William
ORD05399,12-08-2025,CUST2143,Wesley Lewis,South,Delhi,Beauty,Perfume,2,33656,67312,15704.65,Net Banking,Returned,Henry
ORD05400,31-05-2025,CUST2703,Julie Holder,South,Rajasthan,Beauty,Hair Dryer,5,40094,200470,10648.82,Debit Card,Delivered,Kevin
ORD05401,13-12-2025,CUST0196,George Reyes,North,Karnataka,Electronics,Laptop,4,9707,38828,5039.95,Cash on Delivery,Returned,Ryan
ORD05402,25-12-2025,CUST2416,Melissa Boyd,East,Maharashtra,Fashion,Shirt,2,3718,7436,1069.88,Net Banking,Shipped,Mark
ORD05403,24-06-2026,CUST2409,Eric Hill,North,Rajasthan,Home & Kitchen,Chair,5,10261,51305,13237.18,Cash on Delivery,Shipped,Mary
ORD05404,17-07-2025,CUST0270,Emily Mann,South,Gujarat,Beauty,Makeup,3,43729,131187,20912.29,Debit Card,Cancelled,Felicia
ORD05405,27-10-2025,CUST1588,Barbara Ray,East,Gujarat,Home & Kitchen,Cookware,1,26604,26604,2776.64,Cash on Delivery,Shipped,Robert
ORD05406,15-06-2026,CUST2517,Mathew Wright,East,Tamil Nadu,Beauty,Skincare,5,19730,98650,22610.7,Credit Card,Delivered,Melissa
ORD05407,22-01-2026,CUST0572,Miranda Bauer,West,Maharashtra,Electronics,Mobile,4,40391,161564,36932.61,Debit Card,Delivered,Steven
ORD05408,27-02-2025,CUST1315,Anthony Williams,East,Maharashtra,Beauty,Makeup,2,15284,30568,5316.59,UPI,Shipped,Amanda
ORD05409,11-02-2025,CUST2324,Andrew Anderson,East,Delhi,Electronics,Smart Watch,2,17970,35940,4282.35,Debit Card,Cancelled,Sean
ORD05410,21-02-2025,CUST0258,Amanda Thompson,East,Delhi,Home & Kitchen,Cookware,4,5004,20016,3681.3,Net Banking,Returned,Manuel
ORD05411,11-06-2025,CUST1396,David Bailey,North,Gujarat,Fashion,Shoes,4,3461,13844,796.65,Debit Card,Cancelled,Charles
ORD05412,08-11-2025,CUST2329,Victoria Blankenship,East,Tamil Nadu,Fashion,Shirt,5,5783,28915,7404.97,Debit Card,Returned,Kenneth
ORD05413,01-04-2026,CUST0432,Alexa Watson,North,Delhi,Fashion,Shirt,2,4404,8808,524.04,Credit Card,Delivered,Cheryl
ORD05414,06-04-2025,CUST2711,Christopher Rice,West,Maharashtra,Home & Kitchen,Table,4,18914,75656,15089.77,Cash on Delivery,Delivered,Keith
ORD05415,24-02-2025,CUST2858,Timothy Wheeler,West,Gujarat,Beauty,Skincare,4,19542,78168,21536.02,Cash on Delivery,Shipped,Tiffany
ORD05416,13-01-2026,CUST1701,Christopher Brown,East,Delhi,Beauty,Hair Dryer,1,6092,6092,581.43,Debit Card,Shipped,Lisa
ORD05417,31-07-2025,CUST0921,James Gibbs,South,Tamil Nadu,Home & Kitchen,Cookware,1,14713,14713,1284.73,UPI,Shipped,Sara
ORD05418,01-10-2025,CUST1429,Katherine Foster,North,Tamil Nadu,Electronics,Mobile,4,8715,34860,4377.09,Net Banking,Cancelled,Nancy
ORD05419,24-03-2025,CUST2404,Scott Phillips,North,Tamil Nadu,Beauty,Hair Dryer,3,7306,21918,3565.08,Credit Card,Returned,Jason
ORD05420,14-12-2025,CUST2618,Vanessa Perkins,East,Maharashtra,Electronics,Smart Watch,3,34616,103848,15200.54,UPI,Cancelled,Richard
ORD05421,23-10-2025,CUST2240,Shelley Montoya,East,Maharashtra,Beauty,Perfume,5,16649,83245,4910.71,Debit Card,Returned,Penny
ORD05422,29-03-2026,CUST2819,Crystal Rodriguez,West,Tamil Nadu,Home & Kitchen,Cookware,5,6972,34860,9927.76,UPI,Cancelled,Ann
ORD05423,10-01-2025,CUST2303,Chad Anthony,East,Tamil Nadu,Home & Kitchen,Mixer,3,8275,24825,2009.46,UPI,Cancelled,Dylan
ORD05424,08-02-2025,CUST1352,Luis Pham,North,Tamil Nadu,Home & Kitchen,Chair,1,14708,14708,2319.44,Net Banking,Shipped,Nicole
ORD05425,03-07-2025,CUST0569,Craig Davidson,West,Maharashtra,Home & Kitchen,Mixer,3,26595,79785,15002.86,UPI,Delivered,Connor
ORD05426,24-02-2025,CUST0418,David Walker,East,Tamil Nadu,Home & Kitchen,Table,4,13916,55664,4553.44,UPI,Delivered,Jesse
ORD05427,08-08-2025,CUST2488,Sara Miller,East,Maharashtra,Beauty,Makeup,3,43969,131907,33492.68,Credit Card,Shipped,Brenda
ORD05428,11-09-2025,CUST1996,Sarah Mullen,West,Rajasthan,Fashion,Jeans,2,48619,97238,28054.48,Cash on Delivery,Cancelled,Ashley
ORD05429,10-09-2025,CUST1088,Benjamin Bender,West,Rajasthan,Fashion,Jeans,1,41165,41165,10090.21,Debit Card,Shipped,Cheryl
ORD05430,06-03-2026,CUST2565,Monica Taylor,West,Tamil Nadu,Home & Kitchen,Cookware,3,40593,121779,12753.94,UPI,Returned,Valerie
ORD05431,13-09-2025,CUST0907,Melanie Smith,North,Karnataka,Beauty,Skincare,1,3169,3169,163.34,UPI,Delivered,Jeffrey
ORD05432,31-03-2025,CUST2098,Terry Hays,South,Rajasthan,Fashion,Shirt,3,25262,75786,18394.49,Debit Card,Delivered,Carolyn
ORD05433,05-04-2026,CUST2266,Donald Mcknight,East,Gujarat,Electronics,Laptop,1,2478,2478,289.82,Net Banking,Delivered,Jared
ORD05434,20-01-2025,CUST2793,Michael Conner,East,Rajasthan,Home & Kitchen,Cookware,1,8840,8840,1987.91,Net Banking,Shipped,Anna
ORD05435,26-03-2025,CUST0315,Matthew Sanchez,South,Karnataka,Fashion,Jeans,2,45106,90212,11549.79,Debit Card,Shipped,Nicole
ORD05436,20-02-2025,CUST2255,Elijah Francis,East,Karnataka,Home & Kitchen,Cookware,4,28886,115544,22243.51,UPI,Returned,Matthew
ORD05437,26-09-2025,CUST1340,Kevin Hernandez,East,Rajasthan,Home & Kitchen,Cookware,4,39757,159028,20754.89,UPI,Returned,Christina
ORD05438,15-11-2025,CUST2371,Dawn Rojas,North,Tamil Nadu,Fashion,Jacket,3,12113,36339,7381.48,Cash on Delivery,Shipped,Jason
ORD05439,04-01-2026,CUST2209,Jordan Brown,South,Maharashtra,Electronics,Smart Watch,4,11239,44956,8221.75,UPI,Returned,Patrick
ORD05440,02-09-2025,CUST1697,Kevin Bowman,East,Karnataka,Beauty,Hair Dryer,4,29231,116924,28626.34,UPI,Shipped,Brandon
ORD05441,27-10-2025,CUST1540,Eric Herrera Jr.,East,Tamil Nadu,Electronics,Mobile,4,22516,90064,17361.84,UPI,Shipped,Sonia
ORD05442,26-08-2025,CUST0907,Kevin Porter,North,Rajasthan,Fashion,Shirt,1,9453,9453,1764.3,Debit Card,Delivered,Laura
ORD05443,19-09-2025,CUST2060,Lindsey Gibson,South,Tamil Nadu,Home & Kitchen,Cookware,3,43055,129165,27522.5,Cash on Delivery,Delivered,Sharon
ORD05444,06-02-2025,CUST1375,Martin Fox,South,Maharashtra,Fashion,Shoes,3,49386,148158,25298.45,Net Banking,Delivered,Grace
ORD05445,30-01-2025,CUST2125,William Salazar,South,Rajasthan,Home & Kitchen,Table,1,593,593,165.12,Net Banking,Cancelled,Kimberly
ORD05446,14-05-2026,CUST0786,Ricky Mccoy,South,Karnataka,Electronics,Smart Watch,5,21303,106515,15184.78,Cash on Delivery,Delivered,James
ORD05447,14-08-2025,CUST2335,Philip Edwards,South,Gujarat,Fashion,Shirt,1,1280,1280,373.89,Credit Card,Delivered,Fernando
ORD05448,06-05-2026,CUST0878,Michael Rodriguez,South,Maharashtra,Electronics,Smart Watch,5,19781,98905,12312.51,Debit Card,Shipped,Andrew
ORD05449,21-09-2025,CUST0067,Cheyenne Sanchez,South,Rajasthan,Beauty,Perfume,2,7425,14850,2951.51,UPI,Cancelled,Alicia
ORD05450,19-08-2025,CUST0429,Christine Barr,East,Gujarat,Electronics,Mobile,3,47758,143274,31554.48,Credit Card,Shipped,Kristen
ORD05451,25-08-2025,CUST0858,Karla Baxter,East,Tamil Nadu,Electronics,Smart Watch,4,44525,178100,22799.24,UPI,Cancelled,Cynthia
ORD05452,19-11-2025,CUST1055,Marisa Bennett,West,Rajasthan,Home & Kitchen,Cookware,4,31604,126416,31507.26,Debit Card,Delivered,Wayne
ORD05453,28-12-2025,CUST0075,John Johnston,West,Tamil Nadu,Home & Kitchen,Chair,1,39477,39477,8669.91,Net Banking,Delivered,Dawn
ORD05454,27-05-2026,CUST0686,Stephanie Greer,East,Maharashtra,Electronics,Laptop,4,9162,36648,8490.79,Credit Card,Shipped,Steven
ORD05455,17-01-2025,CUST1788,Matthew Phillips,North,Karnataka,Beauty,Hair Dryer,5,20617,103085,10874.71,Cash on Delivery,Cancelled,Jennifer
ORD05456,18-02-2025,CUST0301,Margaret Garcia,North,Maharashtra,Beauty,Skincare,1,43414,43414,5865.53,Credit Card,Delivered,Shannon
ORD05457,30-06-2025,CUST1008,Jeff Turner,North,Maharashtra,Beauty,Skincare,4,19924,79696,20365.04,Credit Card,Delivered,Janet
ORD05458,02-10-2025,CUST0227,Tiffany Abbott,South,Karnataka,Electronics,Laptop,1,2840,2840,572.74,Cash on Delivery,Delivered,Jose
ORD05459,15-06-2025,CUST2439,Henry Hicks,South,Maharashtra,Fashion,Shoes,1,45976,45976,3404.29,Credit Card,Shipped,Jacob
ORD05460,25-03-2025,CUST0711,Robert French,South,Delhi,Electronics,Mobile,5,41211,206055,27833.84,Credit Card,Delivered,Alicia
ORD05461,15-12-2025,CUST0385,Laura Williams,East,Rajasthan,Beauty,Hair Dryer,1,6671,6671,412.43,Cash on Delivery,Cancelled,Theodore
ORD05462,26-04-2025,CUST2663,Michelle Bowman,East,Tamil Nadu,Fashion,Shoes,4,33149,132596,22863.74,Cash on Delivery,Shipped,Wendy
ORD05463,18-01-2025,CUST2316,Christopher Stewart,North,Maharashtra,Beauty,Makeup,1,43422,43422,9264.52,UPI,Returned,Ashley
ORD05464,24-02-2026,CUST1356,Michael Collins,West,Maharashtra,Electronics,Laptop,1,38144,38144,3504.47,Credit Card,Returned,Julie
ORD05465,22-06-2025,CUST2722,Troy Pineda,North,Delhi,Home & Kitchen,Mixer,5,33738,168690,50035.97,Cash on Delivery,Returned,Melissa
ORD05466,22-07-2025,CUST0029,Alicia Scott,East,Maharashtra,Electronics,Mobile,5,26829,134145,12946.18,UPI,Shipped,Jennifer
ORD05467,03-06-2025,CUST2993,Shannon Smith,East,Maharashtra,Electronics,Laptop,3,12168,36504,8493.59,Debit Card,Cancelled,Jose
ORD05468,11-03-2025,CUST0791,Dr. Sonya Sheppard MD,East,Karnataka,Electronics,Headphones,2,13262,26524,3928.73,UPI,Returned,Jennifer
ORD05469,24-06-2026,CUST0758,Terry Hensley,North,Tamil Nadu,Home & Kitchen,Table,3,11298,33894,9321.31,Debit Card,Shipped,Jonathan
ORD05470,21-03-2026,CUST2200,Adam Dean,North,Gujarat,Electronics,Smart Watch,5,22344,111720,23503.59,Debit Card,Returned,Deborah
ORD05471,09-03-2026,CUST0405,Amber Cohen,North,Tamil Nadu,Beauty,Skincare,2,17055,34110,8022.65,Debit Card,Shipped,Mary
ORD05472,18-11-2025,CUST2036,Julia Lozano,East,Rajasthan,Electronics,Mobile,2,46931,93862,15366.93,Debit Card,Cancelled,Christopher
ORD05473,27-03-2025,CUST2466,Christopher Hendrix,East,Tamil Nadu,Home & Kitchen,Cookware,1,42860,42860,5516.01,UPI,Returned,Jennifer
ORD05474,17-11-2025,CUST2381,Jennifer Carson,South,Tamil Nadu,Home & Kitchen,Cookware,5,31291,156455,16296.29,UPI,Returned,Robert
ORD05475,16-05-2025,CUST0701,William Brown,East,Maharashtra,Electronics,Headphones,3,19086,57258,8213.54,Net Banking,Returned,Daniel
ORD05476,09-02-2025,CUST2971,Melanie Huffman,North,Gujarat,Electronics,Headphones,3,561,1683,337.77,UPI,Delivered,Jason
